tilenum,TileFilePath,PosX,PosY,coordl,coordt,id
0,graphics/tilesets/dirt.png,0,464,32,80,70,
1,graphics/tilesets/dirt.png,15,464,32,80,70,
2,graphics/tilesets/dirt.png,31,464,32,80,70,
3,graphics/tilesets/dirt.png,47,464,32,80,70,
4,graphics/tilesets/dirt.png,63,464,32,80,70,
5,graphics/tilesets/dirt.png,79,464,32,80,70,
6,graphics/tilesets/dirt.png,52,464,32,80,70,
7,graphics/tilesets/dirt.png,95,464,32,80,70,
8,graphics/tilesets/dirt.png,111,464,32,80,70,
9,graphics/tilesets/dirt.png,127,464,32,80,70,
10,graphics/tilesets/dirt.png,143,464,32,80,70,
11,graphics/tilesets/dirt.png,159,464,32,80,70,
12,graphics/tilesets/dirt.png,175,464,32,80,70,
13,graphics/tilesets/dirt.png,191,464,32,80,70,
14,graphics/tilesets/dirt.png,207,464,32,80,70,
15,graphics/tilesets/dirt.png,223,464,32,80,70,
16,graphics/tilesets/dirt.png,239,464,32,80,70,
17,graphics/tilesets/dirt.png,255,464,32,80,70,
18,graphics/tilesets/dirt.png,271,464,32,80,70,
19,graphics/tilesets/dirt.png,287,464,32,80,70,
20,graphics/tilesets/dirt.png,303,464,32,80,70,
21,graphics/tilesets/dirt.png,319,464,32,80,70,
22,graphics/tilesets/dirt.png,336,464,32,80,70,
23,graphics/tilesets/dirt.png,334,464,32,80,70,
24,graphics/tilesets/dirt.png,351,464,32,80,70,
25,graphics/tilesets/dirt.png,367,464,32,80,70,
26,graphics/tilesets/dirt.png,383,464,32,80,70,
27,graphics/tilesets/dirt.png,399,464,32,80,70,
28,graphics/tilesets/dirt.png,415,464,32,80,70,
29,graphics/tilesets/dirt.png,431,464,32,80,70,
30,graphics/tilesets/dirt.png,447,464,32,80,70,
31,graphics/tilesets/dirt.png,463,464,32,80,70,
32,graphics/tilesets/dirt.png,479,464,32,80,70,
33,graphics/tilesets/dirt.png,0,448,40,80,85,
34,graphics/tilesets/dirt.png,16,448,40,80,85,
35,graphics/tilesets/dirt.png,32,448,40,80,85,
36,graphics/tilesets/dirt.png,47,448,40,80,85,
37,graphics/tilesets/dirt.png,63,448,40,0,75,
38,graphics/tilesets/dirt.png,79,448,40,0,75,
39,graphics/tilesets/dirt.png,95,448,40,0,75,
40,graphics/tilesets/dirt.png,111,448,40,0,75,
41,graphics/tilesets/dirt.png,127,448,40,24,78,
42,graphics/tilesets/dirt.png,143,448,40,32,79,
43,graphics/tilesets/dirt.png,152,463,32,96,72,
44,graphics/tilesets/dirt.png,442,464,32,96,72,
45,graphics/tilesets/dirt.png,457,464,32,96,72,
46,graphics/tilesets/dirt.png,375,464,32,96,72,
47,graphics/tilesets/dirt.png,473,464,32,96,72,
48,graphics/tilesets/dirt.png,0,432,32,40,65,
49,graphics/tilesets/dirt.png,15,432,32,40,65,
50,graphics/tilesets/dirt.png,31,432,32,40,65,
51,graphics/tilesets/dirt.png,47,432,32,40,65,
52,graphics/tilesets/dirt.png,0,416,8,88,26,
53,graphics/tilesets/dirt.png,0,464,32,80,70,
54,graphics/tilesets/dirt.png,15,464,32,80,70,
55,graphics/tilesets/dirt.png,31,464,32,80,70,
56,graphics/tilesets/dirt.png,47,464,32,80,70,
57,graphics/tilesets/dirt.png,63,464,32,80,70,
58,graphics/tilesets/dirt.png,79,464,32,80,70,
59,graphics/tilesets/dirt.png,52,464,32,80,70,
60,graphics/tilesets/dirt.png,95,464,32,80,70,
61,graphics/tilesets/dirt.png,111,464,32,80,70,
62,graphics/tilesets/dirt.png,127,464,32,80,70,
63,graphics/tilesets/dirt.png,143,464,32,80,70,
64,graphics/tilesets/dirt.png,159,464,32,80,70,
65,graphics/tilesets/dirt.png,175,464,32,80,70,
66,graphics/tilesets/dirt.png,191,464,32,80,70,
67,graphics/tilesets/dirt.png,207,464,32,80,70,
68,graphics/tilesets/dirt.png,223,464,32,80,70,
69,graphics/tilesets/dirt.png,239,464,32,80,70,
70,graphics/tilesets/dirt.png,255,464,32,80,70,
71,graphics/tilesets/dirt.png,271,464,32,80,70,
72,graphics/tilesets/dirt.png,287,464,32,80,70,
73,graphics/tilesets/dirt.png,303,464,32,80,70,
74,graphics/tilesets/dirt.png,319,464,32,80,70,
75,graphics/tilesets/dirt.png,336,464,32,80,70,
76,graphics/tilesets/dirt.png,334,464,32,80,70,
77,graphics/tilesets/dirt.png,351,464,32,80,70,
78,graphics/tilesets/dirt.png,367,464,32,80,70,
79,graphics/tilesets/dirt.png,383,464,32,80,70,
80,graphics/tilesets/dirt.png,399,464,32,80,70,
81,graphics/tilesets/dirt.png,415,464,32,80,70,
82,graphics/tilesets/dirt.png,431,464,32,80,70,
83,graphics/tilesets/dirt.png,447,464,32,80,70,
84,graphics/tilesets/dirt.png,463,464,32,80,70,
85,graphics/tilesets/dirt.png,479,464,32,80,70,
86,graphics/tilesets/dirt.png,0,448,40,80,85,
87,graphics/tilesets/dirt.png,16,448,40,80,85,
88,graphics/tilesets/dirt.png,32,448,40,80,85,
89,graphics/tilesets/dirt.png,47,448,40,80,85,
90,graphics/tilesets/dirt.png,63,448,40,0,75,
91,graphics/tilesets/dirt.png,79,448,40,0,75,
92,graphics/tilesets/dirt.png,95,448,40,0,75,
93,graphics/tilesets/dirt.png,111,448,40,0,75,
94,graphics/tilesets/dirt.png,127,448,40,24,78,
95,graphics/tilesets/dirt.png,143,448,40,32,79,
96,graphics/tilesets/dirt.png,152,463,32,96,72,
97,graphics/tilesets/dirt.png,442,464,32,96,72,
98,graphics/tilesets/dirt.png,457,464,32,96,72,
99,graphics/tilesets/dirt.png,375,464,32,96,72,
100,graphics/tilesets/dirt.png,473,464,32,96,72,
101,graphics/tilesets/dirt.png,0,432,32,40,65,
102,graphics/tilesets/dirt.png,15,432,32,40,65,
103,graphics/tilesets/dirt.png,31,432,32,40,65,
104,graphics/tilesets/dirt.png,47,432,32,40,65,
105,graphics/tilesets/dirt.png,0,416,8,88,26,
106,graphics/tilesets/dirt.png,15,416,0,0,0,
107,graphics/tilesets/dirt.png,31,416,0,0,0,
108,graphics/tilesets/dirt.png,47,416,0,0,0,
109,graphics/tilesets/dirt.png,159,448,40,64,83,
110,graphics/tilesets/dirt.png,175,448,40,88,86,
111,graphics/tilesets/dirt.png,191,448,32,104,73,
112,graphics/tilesets/snow.png,207,448,40,64,83,
113,graphics/tilesets/snow.png,207,431,40,0,75,
114,graphics/tilesets/snow.png,223,431,40,32,79,
115,graphics/tilesets/snow.png,207,415,8,0,15,
116,graphics/tilesets/snow.png,223,415,8,0,15,
117,graphics/tilesets/snow.png,191,416,0,88,11,
118,graphics/tilesets/snow.png,191,431,32,8,61,
119,graphics/tilesets/snow.png,223,447,40,0,75,
120,graphics/tilesets/snow.png,239,432,40,88,86,
121,graphics/tilesets/snow.png,255,432,40,72,84,
122,graphics/tilesets/snow.png,239,448,40,56,82,
123,graphics/tilesets/snow.png,336,415,0,72,9,
124,graphics/tilesets/snow.png,223,463,40,112,89,
125,graphics/tilesets/snow.png,234,463,40,112,89,
126,graphics/tilesets/snow.png,319,415,16,32,34,
127,graphics/tilesets/snow.png,239,416,8,32,19,
128,graphics/tilesets/snow.png,255,416,0,32,4,
129,graphics/tilesets/snow.png,271,416,8,0,15,
130,graphics/tilesets/snow.png,287,415,8,0,15,
131,graphics/tilesets/snow.png,303,415,24,0,45,
132,graphics/tilesets/snow.png,271,432,32,16,62,
133,graphics/tilesets/snow.png,272,448,40,40,80,
134,graphics/tilesets/snow.png,256,448,32,112,74,
135,graphics/tilesets/dirt.png,63,416,24,0,45,
136,graphics/tilesets/dirt.png,79,415,24,0,45,
137,graphics/tilesets/dirt.png,95,416,0,0,0,
138,graphics/tilesets/dirt.png,63,432,40,24,78,
139,graphics/tilesets/dirt.png,79,432,40,8,76,
140,graphics/tilesets/dirt.png,95,432,40,0,75,
141,graphics/tilesets/dirt.png,176,416,0,0,0,
